"indicator_date","indicator_name","indicator_amt","created_at","updated_at"
"2025-08-04 00:00:00","POUPANCA","0.68","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-04 00:00:00","META-SELIC","15.00","2025-08-12 00:00:00","2025-08-12 00:00:00"
"2025-08-04 00:00:00","CDI-DAILY","0.06","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-04 00:00:00","CDI","14.90","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-03 00:00:00","POUPANCA","0.68","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-03 00:00:00","META-SELIC","15.00","2025-08-12 00:00:00","2025-08-12 00:00:00"
"2025-08-02 00:00:00","POUPANCA","0.67","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-02 00:00:00","META-SELIC","15.00","2025-08-12 00:00:00","2025-08-12 00:00:00"
"2025-08-01 00:00:00","SELIC","14.90","2025-08-04 00:00:00","2025-08-04 00:00:00"
"2025-08-01 00:00:00","POUPANCA","0.67","2025-08-06 00:00:00","2025-08-06 00:00:00"
"2025-08-01 00:00:00","META-SELIC","15.00","2025-08-12 00:00:00","2025-08-12 00:00:00"
"2025-08-01 00:00:00","IPCA-15","-0.14","2025-08-27 00:00:00","2025-08-27 00:00:00"
"2025-08-01 00:00:00","IPCA","-0.11","2025-09-11 00:00:00","2025-09-11 00:00:00"
"2025-08-01 00:00:00","INPC","-0.21","2025-09-11 00:00:00","2025-09-11 00:00:00"
"2025-08-01 00:00:00","IGP-M","0.36","2025-08-29 00:00:00","2025-08-29 00:00:00"
"2025-08-01 00:00:00","CDI-DAILY","0.06","2025-08-05 00:00:00","2025-08-05 00:00:00"
"2025-08-01 00:00:00","CDI","14.90","2025-08-05 00:00:00","2025-08-05 00:00:00"
"2025-07-31 00:00:00","SELIC","14.90","2025-08-01 00:00:00","2025-08-01 00:00:00"
"2025-07-31 00:00:00","META-SELIC","15.00","2025-08-12 00:00:00","2025-08-12 00:00:00"
"2025-07-31 00:00:00","CDI-DAILY","0.06","2025-08-04 00:00:00","2025-08-04 00:00:00"
"2025-07-31 00:00:00","CDI","14.90","2025-08-04 00:00:00","2025-08-04 00:00:00"
"2025-07-30 00:00:00","SELIC","14.90","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-30 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-30 00:00:00","CDI-DAILY","0.06","2025-08-01 00:00:00","2025-08-01 00:00:00"
"2025-07-30 00:00:00","CDI","14.90","2025-08-01 00:00:00","2025-08-01 00:00:00"
"2025-07-29 00:00:00","SELIC","14.90","2025-07-30 00:00:00","2025-07-30 00:00:00"
"2025-07-29 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-29 00:00:00","CDI-DAILY","0.06","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-29 00:00:00","CDI","14.90","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-28 00:00:00","SELIC","14.90","2025-07-29 00:00:00","2025-07-29 00:00:00"
"2025-07-28 00:00:00","POUPANCA","0.68","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-28 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-28 00:00:00","CDI-DAILY","0.06","2025-07-30 00:00:00","2025-07-30 00:00:00"
"2025-07-28 00:00:00","CDI","14.90","2025-07-30 00:00:00","2025-07-30 00:00:00"
"2025-07-27 00:00:00","POUPANCA","0.68","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-27 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-26 00:00:00","POUPANCA","0.67","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-26 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-25 00:00:00","SELIC","14.90","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-25 00:00:00","POUPANCA","0.67","2025-07-29 00:00:00","2025-07-29 00:00:00"
"2025-07-25 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-25 00:00:00","CDI-DAILY","0.06","2025-07-29 00:00:00","2025-07-29 00:00:00"
"2025-07-25 00:00:00","CDI","14.90","2025-07-29 00:00:00","2025-07-29 00:00:00"
"2025-07-24 00:00:00","SELIC","14.90","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-24 00:00:00","POUPANCA","0.68","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-24 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-24 00:00:00","CDI-DAILY","0.06","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-24 00:00:00","CDI","14.90","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-23 00:00:00","SELIC","14.90","2025-07-24 00:00:00","2025-07-24 00:00:00"
"2025-07-23 00:00:00","POUPANCA","0.68","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-23 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-23 00:00:00","CDI-DAILY","0.06","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-23 00:00:00","CDI","14.90","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-22 00:00:00","SELIC","14.90","2025-07-23 00:00:00","2025-07-23 00:00:00"
"2025-07-22 00:00:00","POUPANCA","0.68","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-22 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-22 00:00:00","CDI-DAILY","0.06","2025-07-24 00:00:00","2025-07-24 00:00:00"
"2025-07-22 00:00:00","CDI","14.90","2025-07-24 00:00:00","2025-07-24 00:00:00"
"2025-07-21 00:00:00","SELIC","14.90","2025-07-22 00:00:00","2025-07-22 00:00:00"
"2025-07-21 00:00:00","POUPANCA","0.68","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-21 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-21 00:00:00","CDI-DAILY","0.06","2025-07-23 00:00:00","2025-07-23 00:00:00"
"2025-07-21 00:00:00","CDI","14.90","2025-07-23 00:00:00","2025-07-23 00:00:00"
"2025-07-20 00:00:00","POUPANCA","0.68","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-20 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-19 00:00:00","POUPANCA","0.67","2025-07-27 00:00:00","2025-07-27 00:00:00"
"2025-07-19 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-18 00:00:00","SELIC","14.90","2025-07-19 00:00:00","2025-07-19 00:00:00"
"2025-07-18 00:00:00","POUPANCA","0.67","2025-07-22 00:00:00","2025-07-22 00:00:00"
"2025-07-18 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-18 00:00:00","CDI-DAILY","0.06","2025-07-22 00:00:00","2025-07-22 00:00:00"
"2025-07-18 00:00:00","CDI","14.90","2025-07-22 00:00:00","2025-07-22 00:00:00"
"2025-07-17 00:00:00","SELIC","14.90","2025-07-18 00:00:00","2025-07-18 00:00:00"
"2025-07-17 00:00:00","POUPANCA","0.68","2025-07-19 00:00:00","2025-07-19 00:00:00"
"2025-07-17 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-17 00:00:00","CDI-DAILY","0.06","2025-07-19 00:00:00","2025-07-19 00:00:00"
"2025-07-17 00:00:00","CDI","14.90","2025-07-19 00:00:00","2025-07-19 00:00:00"
"2025-07-16 00:00:00","SELIC","14.90","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-16 00:00:00","POUPANCA","0.68","2025-07-19 00:00:00","2025-07-19 00:00:00"
"2025-07-16 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-16 00:00:00","CDI-DAILY","0.06","2025-07-18 00:00:00","2025-07-18 00:00:00"
"2025-07-16 00:00:00","CDI","14.90","2025-07-18 00:00:00","2025-07-18 00:00:00"
"2025-07-15 00:00:00","SELIC","14.90","2025-07-16 00:00:00","2025-07-16 00:00:00"
"2025-07-15 00:00:00","POUPANCA","0.68","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-15 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-15 00:00:00","CDI-DAILY","0.06","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-15 00:00:00","CDI","14.90","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-14 00:00:00","SELIC","14.90","2025-07-15 00:00:00","2025-07-15 00:00:00"
"2025-07-14 00:00:00","POUPANCA","0.68","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-14 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-14 00:00:00","CDI-DAILY","0.06","2025-07-16 00:00:00","2025-07-16 00:00:00"
"2025-07-14 00:00:00","CDI","14.90","2025-07-16 00:00:00","2025-07-16 00:00:00"
"2025-07-13 00:00:00","POUPANCA","0.68","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-13 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-12 00:00:00","POUPANCA","0.67","2025-07-17 00:00:00","2025-07-17 00:00:00"
"2025-07-12 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-11 00:00:00","SELIC","14.90","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-11 00:00:00","POUPANCA","0.67","2025-07-15 00:00:00","2025-07-15 00:00:00"
"2025-07-11 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-11 00:00:00","CDI-DAILY","0.06","2025-07-15 00:00:00","2025-07-15 00:00:00"
"2025-07-11 00:00:00","CDI","14.90","2025-07-15 00:00:00","2025-07-15 00:00:00"
"2025-07-10 00:00:00","SELIC","14.90","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-10 00:00:00","POUPANCA","0.68","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-10 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-10 00:00:00","CDI-DAILY","0.06","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-10 00:00:00","CDI","14.90","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-09 00:00:00","SELIC","14.90","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-09 00:00:00","POUPANCA","0.68","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-09 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-09 00:00:00","CDI-DAILY","0.06","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-09 00:00:00","CDI","14.90","2025-07-13 00:00:00","2025-07-13 00:00:00"
"2025-07-08 00:00:00","SELIC","14.90","2025-07-09 00:00:00","2025-07-09 00:00:00"
"2025-07-08 00:00:00","POUPANCA","0.68","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-08 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-08 00:00:00","CDI-DAILY","0.06","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-08 00:00:00","CDI","14.90","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-07 00:00:00","SELIC","14.90","2025-07-08 00:00:00","2025-07-08 00:00:00"
"2025-07-07 00:00:00","POUPANCA","0.68","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-07 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-07 00:00:00","CDI-DAILY","0.06","2025-07-09 00:00:00","2025-07-09 00:00:00"
"2025-07-07 00:00:00","CDI","14.90","2025-07-09 00:00:00","2025-07-09 00:00:00"
"2025-07-06 00:00:00","POUPANCA","0.68","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-06 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-05 00:00:00","POUPANCA","0.67","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-05 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-04 00:00:00","SELIC","14.90","2025-07-05 00:00:00","2025-07-05 00:00:00"
"2025-07-04 00:00:00","POUPANCA","0.67","2025-07-10 00:00:00","2025-07-10 00:00:00"
"2025-07-04 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-04 00:00:00","CDI-DAILY","0.06","2025-07-08 00:00:00","2025-07-08 00:00:00"
"2025-07-04 00:00:00","CDI","14.90","2025-07-08 00:00:00","2025-07-08 00:00:00"
"2025-07-03 00:00:00","SELIC","14.90","2025-07-04 00:00:00","2025-07-04 00:00:00"
"2025-07-03 00:00:00","POUPANCA","0.68","2025-07-06 00:00:00","2025-07-06 00:00:00"
"2025-07-03 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-03 00:00:00","CDI-DAILY","0.06","2025-07-05 00:00:00","2025-07-05 00:00:00"
"2025-07-03 00:00:00","CDI","14.90","2025-07-05 00:00:00","2025-07-05 00:00:00"
"2025-07-02 00:00:00","SELIC","14.90","2025-07-03 00:00:00","2025-07-03 00:00:00"
"2025-07-02 00:00:00","POUPANCA","0.68","2025-07-06 00:00:00","2025-07-06 00:00:00"
"2025-07-02 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-02 00:00:00","CDI-DAILY","0.06","2025-07-04 00:00:00","2025-07-04 00:00:00"
"2025-07-02 00:00:00","CDI","14.90","2025-07-04 00:00:00","2025-07-04 00:00:00"
"2025-07-01 00:00:00","SELIC","14.90","2025-07-02 00:00:00","2025-07-02 00:00:00"
"2025-07-01 00:00:00","POUPANCA","0.68","2025-07-03 00:00:00","2025-07-03 00:00:00"
"2025-07-01 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-07-01 00:00:00","IPCA-15","0.33","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-01 00:00:00","IPCA","0.26","2025-08-13 00:00:00","2025-08-13 00:00:00"
"2025-07-01 00:00:00","INPC","0.21","2025-08-13 00:00:00","2025-08-13 00:00:00"
"2025-07-01 00:00:00","IGP-M","-0.77","2025-07-31 00:00:00","2025-07-31 00:00:00"
"2025-07-01 00:00:00","CDI-DAILY","0.06","2025-07-03 00:00:00","2025-07-03 00:00:00"
"2025-07-01 00:00:00","CDI","14.90","2025-07-03 00:00:00","2025-07-03 00:00:00"
"2025-06-30 00:00:00","SELIC","14.90","2025-07-01 00:00:00","2025-07-01 00:00:00"
"2025-06-30 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-30 00:00:00","CDI-DAILY","0.06","2025-07-02 00:00:00","2025-07-02 00:00:00"
"2025-06-30 00:00:00","CDI","14.90","2025-07-02 00:00:00","2025-07-02 00:00:00"
"2025-06-29 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-28 00:00:00","POUPANCA","0.67","2025-07-02 00:00:00","2025-07-02 00:00:00"
"2025-06-28 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-27 00:00:00","SELIC","14.90","2025-06-28 00:00:00","2025-06-28 00:00:00"
"2025-06-27 00:00:00","POUPANCA","0.67","2025-07-02 00:00:00","2025-07-02 00:00:00"
"2025-06-27 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-27 00:00:00","CDI-DAILY","0.06","2025-07-01 00:00:00","2025-07-01 00:00:00"
"2025-06-27 00:00:00","CDI","14.90","2025-07-01 00:00:00","2025-07-01 00:00:00"
"2025-06-26 00:00:00","SELIC","14.90","2025-06-27 00:00:00","2025-06-27 00:00:00"
"2025-06-26 00:00:00","POUPANCA","0.67","2025-06-28 00:00:00","2025-06-28 00:00:00"
"2025-06-26 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-26 00:00:00","CDI-DAILY","0.06","2025-06-28 00:00:00","2025-06-28 00:00:00"
"2025-06-26 00:00:00","CDI","14.90","2025-06-28 00:00:00","2025-06-28 00:00:00"
"2025-06-25 00:00:00","SELIC","14.90","2025-06-26 00:00:00","2025-06-26 00:00:00"
"2025-06-25 00:00:00","POUPANCA","0.67","2025-06-27 00:00:00","2025-06-27 00:00:00"
"2025-06-25 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-25 00:00:00","CDI-DAILY","0.06","2025-06-27 00:00:00","2025-06-27 00:00:00"
"2025-06-25 00:00:00","CDI","14.90","2025-06-27 00:00:00","2025-06-27 00:00:00"
"2025-06-24 00:00:00","SELIC","14.90","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-24 00:00:00","POUPANCA","0.67","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-24 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-24 00:00:00","CDI-DAILY","0.06","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-24 00:00:00","CDI","14.90","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-23 00:00:00","SELIC","14.90","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-23 00:00:00","POUPANCA","0.67","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-23 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-23 00:00:00","CDI-DAILY","0.06","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-23 00:00:00","CDI","14.90","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-22 00:00:00","POUPANCA","0.67","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-22 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-21 00:00:00","POUPANCA","0.67","2025-06-25 00:00:00","2025-06-25 00:00:00"
"2025-06-21 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-20 00:00:00","SELIC","14.90","2025-06-21 00:00:00","2025-06-21 00:00:00"
"2025-06-20 00:00:00","POUPANCA","0.67","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-20 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-20 00:00:00","CDI-DAILY","0.06","2025-06-23 00:00:00","2025-06-23 00:00:00"
"2025-06-20 00:00:00","CDI","14.90","2025-06-23 00:00:00","2025-06-23 00:00:00"
"2025-06-19 00:00:00","POUPANCA","0.67","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-19 00:00:00","META-SELIC","15.00","2025-06-24 00:00:00","2025-06-24 00:00:00"
"2025-06-18 00:00:00","SELIC","14.65","2025-06-19 00:00:00","2025-06-19 00:00:00"
"2025-06-18 00:00:00","POUPANCA","0.67","2025-06-21 00:00:00","2025-06-21 00:00:00"
"2025-06-18 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-18 00:00:00","CDI-DAILY","0.05","2025-06-19 00:00:00","2025-06-19 00:00:00"
"2025-06-18 00:00:00","CDI","14.65","2025-06-19 00:00:00","2025-06-19 00:00:00"
"2025-06-17 00:00:00","SELIC","14.65","2025-06-18 00:00:00","2025-06-18 00:00:00"
"2025-06-17 00:00:00","POUPANCA","0.67","2025-06-20 00:00:00","2025-06-20 00:00:00"
"2025-06-17 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-17 00:00:00","CDI-DAILY","0.05","2025-06-19 00:00:00","2025-06-19 00:00:00"
"2025-06-17 00:00:00","CDI","14.65","2025-06-19 00:00:00","2025-06-19 00:00:00"
"2025-06-16 00:00:00","SELIC","14.65","2025-06-17 00:00:00","2025-06-17 00:00:00"
"2025-06-16 00:00:00","POUPANCA","0.67","2025-06-20 00:00:00","2025-06-20 00:00:00"
"2025-06-16 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-16 00:00:00","CDI-DAILY","0.05","2025-06-18 00:00:00","2025-06-18 00:00:00"
"2025-06-16 00:00:00","CDI","14.65","2025-06-18 00:00:00","2025-06-18 00:00:00"
"2025-06-15 00:00:00","POUPANCA","0.67","2025-06-20 00:00:00","2025-06-20 00:00:00"
"2025-06-15 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-14 00:00:00","POUPANCA","0.66","2025-06-20 00:00:00","2025-06-20 00:00:00"
"2025-06-14 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-13 00:00:00","SELIC","14.65","2025-06-14 00:00:00","2025-06-14 00:00:00"
"2025-06-13 00:00:00","POUPANCA","0.67","2025-06-20 00:00:00","2025-06-20 00:00:00"
"2025-06-13 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-13 00:00:00","CDI-DAILY","0.05","2025-06-17 00:00:00","2025-06-17 00:00:00"
"2025-06-13 00:00:00","CDI","14.65","2025-06-17 00:00:00","2025-06-17 00:00:00"
"2025-06-12 00:00:00","SELIC","14.65","2025-06-13 00:00:00","2025-06-13 00:00:00"
"2025-06-12 00:00:00","POUPANCA","0.67","2025-06-14 00:00:00","2025-06-14 00:00:00"
"2025-06-12 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-12 00:00:00","CDI-DAILY","0.05","2025-06-14 00:00:00","2025-06-14 00:00:00"
"2025-06-12 00:00:00","CDI","14.65","2025-06-14 00:00:00","2025-06-14 00:00:00"
"2025-06-11 00:00:00","SELIC","14.65","2025-06-12 00:00:00","2025-06-12 00:00:00"
"2025-06-11 00:00:00","POUPANCA","0.67","2025-06-13 00:00:00","2025-06-13 00:00:00"
"2025-06-11 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-11 00:00:00","CDI-DAILY","0.05","2025-06-13 00:00:00","2025-06-13 00:00:00"
"2025-06-11 00:00:00","CDI","14.65","2025-06-13 00:00:00","2025-06-13 00:00:00"
"2025-06-10 00:00:00","SELIC","14.65","2025-06-11 00:00:00","2025-06-11 00:00:00"
"2025-06-10 00:00:00","POUPANCA","0.67","2025-06-13 00:00:00","2025-06-13 00:00:00"
"2025-06-10 00:00:00","META-SELIC","14.75","2025-05-20 00:00:00","2025-05-20 00:00:00"
"2025-06-10 00:00:00","CDI-DAILY","0.05","2025-06-12 00:00:00","2025-06-12 00:00:00"
"2025-06-10 00:00:00","CDI","14.65","2025-06-12 00:00:00","2025-06-12 00:00:00"
